"filename", "language", "XML", "TypeScript JSX", "TypeScript", "CSS", "JavaScript", "JSON with Comments", "JSON", "Markdown", "HTML", "comment", "blank", "total"
"/Users/casey/Documents/appworks/everyday/src/index.tsx", "TypeScript JSX", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 2, 44
"/Users/casey/Documents/appworks/everyday/src/logo.svg", "XML", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/casey/Documents/appworks/everyday/src/pages/Family/FamilyForm.tsx", "TypeScript JSX", 0, 1067, 0, 0, 0, 0, 0, 0, 0, 28, 50, 1145
"/Users/casey/Documents/appworks/everyday/src/pages/Family/FamilySetup.tsx", "TypeScript JSX", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8
"/Users/casey/Documents/appworks/everyday/src/pages/Family/LogOut.tsx", "TypeScript JSX", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 5, 20
"/Users/casey/Documents/appworks/everyday/src/pages/Family/SignIn.tsx", "TypeScript JSX", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 5, 23
"/Users/casey/Documents/appworks/everyday/src/pages/Login/Welcome.tsx", "TypeScript JSX", 0, 190, 0, 0, 0, 0, 0, 0, 0, 0, 10, 200
"/Users/casey/Documents/appworks/everyday/src/pages/Main/AI/AI.tsx", "TypeScript JSX", 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 4, 63
"/Users/casey/Documents/appworks/everyday/src/pages/Main/AI/SmartInput.tsx", "TypeScript JSX", 0, 410, 0, 0, 0, 0, 0, 0, 0, 0, 32, 442
"/Users/casey/Documents/appworks/everyday/src/pages/Main/AI/Suggestion.tsx", "TypeScript JSX", 0, 353, 0, 0, 0, 0, 0, 0, 0, 0, 26, 379
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Album/Gallery.tsx", "TypeScript JSX", 0, 546, 0, 0, 0, 0, 0, 0, 0, 0, 31, 577
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Album/SlideShow.tsx", "TypeScript JSX", 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 9, 108
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Album/UpdatePhoto.tsx", "TypeScript JSX", 0, 340, 0, 0, 0, 0, 0, 0, 0, 0, 20, 360
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Calendar/Calendar.tsx", "TypeScript JSX", 0, 1114, 0, 0, 0, 0, 0, 0, 0, 0, 64, 1178
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Chat/Chat.tsx", "TypeScript JSX", 0, 131, 0, 0, 0, 0, 0, 0, 0, 0, 14, 145
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Chat/ChatApp.tsx", "TypeScript JSX", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 4, 42
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Chat/Message.tsx", "TypeScript JSX", 0, 142, 0, 0, 0, 0, 0, 0, 0, 0, 13, 155
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Chat/SendMessage.tsx", "TypeScript JSX", 0, 120, 0, 0, 0, 0, 0, 0, 0, 0, 10, 130
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Chat/SendMessageMini.tsx", "TypeScript JSX", 0, 144, 0, 0, 0, 0, 0, 0, 0, 0, 11, 155
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Dashboard.tsx", "TypeScript JSX", 0, 382, 0, 0, 0, 0, 0, 0, 0, 0, 25, 407
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Milestone.tsx", "TypeScript JSX", 0, 447, 0, 0, 0, 0, 0, 0, 0, 465, 30, 942
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Todo/AddItemForm.tsx", "TypeScript JSX", 0, 159, 0, 0, 0, 0, 0, 0, 0, 0, 20, 179
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Todo/Todo.tsx", "TypeScript JSX", 0, 283, 0, 0, 0, 0, 0, 0, 0, 0, 32, 315
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Todo/TodoItems.tsx", "TypeScript JSX", 0, 806, 0, 0, 0, 0, 0, 0, 0, 0, 49, 855
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Whiteboard/Giphy.tsx", "TypeScript JSX", 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 9, 59
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Whiteboard/Whiteboard.tsx", "TypeScript JSX", 0, 577, 0, 0, 0, 0, 0, 0, 0, 0, 43, 620
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Widget/CalendarWidget.tsx", "TypeScript JSX", 0, 474, 0, 0, 0, 0, 0, 0, 0, 0, 36, 510
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Widget/ChatWidget/ChatWidget.tsx", "TypeScript JSX", 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 15, 119
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Widget/ChatWidget/Message.tsx", "TypeScript JSX", 0, 144, 0, 0, 0, 0, 0, 0, 0, 0, 19, 163
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Widget/FamilyWidget.tsx", "TypeScript JSX", 0, 232, 0, 0, 0, 0, 0, 0, 0, 0, 21, 253
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Widget/GalleryWidget/GalleryWidget.tsx", "TypeScript JSX", 0, 204, 0, 0, 0, 0, 0, 0, 0, 2, 28, 234
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Widget/GalleryWidget/SlideShow.tsx", "TypeScript JSX", 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 9, 72
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Widget/MilestoneWidget.tsx", "TypeScript JSX", 0, 254, 0, 0, 0, 0, 0, 0, 0, 0, 21, 275
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Widget/SmartInputWidget.tsx", "TypeScript JSX", 0, 311, 0, 0, 0, 0, 0, 0, 0, 0, 28, 339
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Widget/SuggestionWidget.tsx", "TypeScript JSX", 0, 161, 0, 0, 0, 0, 0, 0, 0, 0, 17, 178
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Widget/TodoWidget/TodoItem.tsx", "TypeScript JSX", 0, 149, 0, 0, 0, 0, 0, 0, 0, 0, 23, 172
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Widget/TodoWidget/TodoWidget.tsx", "TypeScript JSX", 0, 196, 0, 0, 0, 0, 0, 0, 0, 0, 15, 211
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Widget/WeatherWidget.tsx", "TypeScript JSX", 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 10, 82
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Widget/WhiteboardWidget.tsx", "TypeScript JSX", 0, 184, 0, 0, 0, 0, 0, 0, 0, 0, 15, 199
"/Users/casey/Documents/appworks/everyday/src/react-app-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"/Users/casey/Documents/appworks/everyday/src/reportWebVitals.ts", "TypeScript", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 3, 16
"/Users/casey/Documents/appworks/everyday/src/setupTests.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 1, 6
"/Users/casey/Documents/appworks/everyday/src/theme.tsx", "TypeScript JSX", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 3, 37
"/Users/casey/Documents/appworks/everyday/src/utils/familySetupOptions.tsx", "TypeScript JSX", 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 7, 97
"/Users/casey/Documents/appworks/everyday/tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 1, 27
"Total", "-", 1, 12147, 14, 62, 24, 26, 21601, 26, 69, 509, 1019, 35498
