"filename", "language", "TypeScript JSX", "XML", "JSON", "TypeScript", "CSS", "JSON with Comments", "Markdown", "JavaScript", "HTML", "comment", "blank", "total"
"/Users/casey/Documents/appworks/everyday/src/Components/Navbar/Navbar.tsx", "TypeScript JSX", 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 46
"/Users/casey/Documents/appworks/everyday/src/Components/Selectors/CategorySelector.tsx", "TypeScript JSX", 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 56
"/Users/casey/Documents/appworks/everyday/src/Components/Selectors/MemberSelector.tsx", "TypeScript JSX", 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 65
"/Users/casey/Documents/appworks/everyday/src/Components/drawingtool.tsx", "TypeScript JSX", 341, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 369
"/Users/casey/Documents/appworks/everyday/src/Components/drawingtoolMini.tsx", "TypeScript JSX", 184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 201
"/Users/casey/Documents/appworks/everyday/src/Components/loading.tsx", "TypeScript JSX", 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 75
"/Users/casey/Documents/appworks/everyday/src/config/Context/authContext.tsx", "TypeScript JSX", 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 122
"/Users/casey/Documents/appworks/everyday/src/config/firebase.config.tsx", "TypeScript JSX", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19
"/Users/casey/Documents/appworks/everyday/src/index.css", "CSS", 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 7, 36
"/Users/casey/Documents/appworks/everyday/src/index.tsx", "TypeScript JSX", 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 44
"/Users/casey/Documents/appworks/everyday/src/logo.svg", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/casey/Documents/appworks/everyday/src/pages/Family/FamilyForm.tsx", "TypeScript JSX", 1067, 0, 0, 0, 0, 0, 0, 0, 0, 28, 50, 1145
"/Users/casey/Documents/appworks/everyday/src/pages/Family/FamilySetup.tsx", "TypeScript JSX", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8
"/Users/casey/Documents/appworks/everyday/src/pages/Family/LogOut.tsx", "TypeScript JSX", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 20
"/Users/casey/Documents/appworks/everyday/src/pages/Family/SignIn.tsx", "TypeScript JSX", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 23
"/Users/casey/Documents/appworks/everyday/src/pages/Login/Welcome.tsx", "TypeScript JSX", 248, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 267
"/Users/casey/Documents/appworks/everyday/src/pages/Main/AI/AI.tsx", "TypeScript JSX", 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 78
"/Users/casey/Documents/appworks/everyday/src/pages/Main/AI/SmartInput.tsx", "TypeScript JSX", 408, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 439
"/Users/casey/Documents/appworks/everyday/src/pages/Main/AI/Suggestion.tsx", "TypeScript JSX", 363, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 399
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Album/Gallery.tsx", "TypeScript JSX", 546, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 577
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Album/SlideShow.tsx", "TypeScript JSX", 144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 160
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Album/UpdatePhoto.tsx", "TypeScript JSX", 341, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 361
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Calendar/Calendar.tsx", "TypeScript JSX", 1552, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 1644
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Calendar/DailyHourView.tsx", "TypeScript JSX", 218, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 251
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Calendar/HourView.tsx", "TypeScript JSX", 208, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 246
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Chat/Chat.tsx", "TypeScript JSX", 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 147
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Chat/ChatApp.tsx", "TypeScript JSX", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 42
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Chat/Message.tsx", "TypeScript JSX", 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 158
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Chat/SendMessage.tsx", "TypeScript JSX", 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 124
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Chat/SendMessageMini.tsx", "TypeScript JSX", 144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 155
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Dashboard.tsx", "TypeScript JSX", 382, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 407
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Milestone.tsx", "TypeScript JSX", 447, 0, 0, 0, 0, 0, 0, 0, 0, 465, 30, 942
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Todo/AddItemForm.tsx", "TypeScript JSX", 159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 179
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Todo/Todo.tsx", "TypeScript JSX", 283, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 315
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Todo/TodoItems.tsx", "TypeScript JSX", 806, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 855
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Whiteboard/Giphy.tsx", "TypeScript JSX", 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 59
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Whiteboard/Whiteboard.tsx", "TypeScript JSX", 577, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 620
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Widget/CalendarWidget.tsx", "TypeScript JSX", 474, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 510
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Widget/ChatWidget/ChatWidget.tsx", "TypeScript JSX", 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 119
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Widget/ChatWidget/Message.tsx", "TypeScript JSX", 144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 163
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Widget/FamilyWidget.tsx", "TypeScript JSX", 232, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 253
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Widget/GalleryWidget/GalleryWidget.tsx", "TypeScript JSX", 204, 0, 0, 0, 0, 0, 0, 0, 0, 2, 28, 234
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Widget/GalleryWidget/SlideShow.tsx", "TypeScript JSX", 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 72
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Widget/MilestoneWidget.tsx", "TypeScript JSX", 254, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 275
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Widget/SmartInputWidget.tsx", "TypeScript JSX", 311, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 339
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Widget/SuggestionWidget.tsx", "TypeScript JSX", 161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 178
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Widget/TodoWidget/TodoItem.tsx", "TypeScript JSX", 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 172
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Widget/TodoWidget/TodoWidget.tsx", "TypeScript JSX", 196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 211
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Widget/WeatherWidget.tsx", "TypeScript JSX", 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 82
"/Users/casey/Documents/appworks/everyday/src/pages/Main/Widget/WhiteboardWidget.tsx", "TypeScript JSX", 184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 199
"/Users/casey/Documents/appworks/everyday/src/react-app-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"/Users/casey/Documents/appworks/everyday/src/reportWebVitals.ts", "TypeScript", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 3, 16
"/Users/casey/Documents/appworks/everyday/src/setupTests.ts", "TypeScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 1, 6
"/Users/casey/Documents/appworks/everyday/src/theme.tsx", "TypeScript JSX", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 37
"/Users/casey/Documents/appworks/everyday/src/utils/familySetupOptions.tsx", "TypeScript JSX", 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 97
"/Users/casey/Documents/appworks/everyday/tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 1, 27
"Total", "-", 13081, 1, 21601, 14, 62, 26, 26, 24, 69, 509, 1140, 36553
